Mode,Dof,ControlType,Trial,whichStim,NormF,ShearF,NormP,ShearP
1,1,0,0,-402337380,0.00181533,7.95803e-06,0,0
1,1,0,0,-402337380,0.00228416,-6.53896e-06,0,0
1,1,0,0,-402337380,0.00175433,-7.2672e-06,0,0
1,1,0,0,-402337380,0.00226615,-3.53398e-05,0,0
1,1,0,0,-402337380,0.00161928,1.34122e-05,0,0
1,1,0,0,-402337380,0.00198089,0.000186773,0,0
1,1,0,0,-402337380,0.00194866,0.000192154,0,0
1,1,0,0,-402337380,0.00210185,0.00018172,0,0
1,1,0,0,-402337380,0.00213438,0.000202804,0,0
1,1,0,0,-402337380,0.00174276,0.00017179,0,0
1,1,0,0,-402337380,0.00193198,0.000174268,0,0
1,1,0,0,-402337380,0.00159621,0.000107261,0,0
1,1,0,0,-402337380,0.00159556,9.45076e-05,0,0
1,1,0,0,-402337380,0.00192662,9.37368e-05,0,0
1,1,0,0,-402337380,0.00174343,2.22313e-05,0,0
1,1,0,0,-402337380,0.00158043,-5.56267e-07,0,0
1,1,0,0,-402337380,0.00139237,1.32872e-05,0,0
1,1,0,0,-402337380,0.00093577,-2.20672e-05,0,0
1,1,0,0,-402337380,0.000943536,3.68047e-05,0,0
1,1,0,0,-402337380,0.000778446,7.12307e-05,0,0
1,1,0,0,-402337380,0.000370513,1.47286e-05,0,0
1,1,0,0,-402337380,0.000211822,3.79738e-05,0,0
1,1,0,0,-402337380,0.00035398,1.61421e-05,0,0
1,1,0,0,-402337380,0.000707216,-6.6987e-05,0,0
1,1,0,0,-402337380,0.00145086,1.30627e-05,0,0
1,1,0,0,-402337380,0.00177927,1.26706e-05,0,0
1,1,0,0,-402337380,0.00135043,-0.000108633,0,0
1,1,0,0,-402337380,0.00109348,-0.000261264,0,0
1,1,0,0,-402337380,0.000733085,-0.000293427,0,0
1,1,0,0,-402337380,0.000396108,-0.000304879,0,0
1,1,0,0,-402337380,0.000690785,-0.000179652,0,0
1,1,0,0,-402337380,0.00172157,5.72916e-05,0,0
1,1,0,0,-402337380,0.00183051,0.000153018,0,0
1,1,0,0,-402337380,0.00152816,3.27319e-05,0,0
1,1,0,0,-402337380,0.00242611,4.94388e-06,0,0
1,1,0,0,-402337380,0.00274331,-2.74243e-05,0,0
1,1,0,0,-402337380,0.0022277,-0.000145154,0,0
1,1,0,0,-402337380,0.00214804,-4.11223e-05,0,0
1,1,0,0,-402337380,0.00197806,0.000118863,0,0
1,1,0,0,-402337380,0.00142379,0.000171777,0,0
1,1,0,0,-402337380,0.00187101,0.000216636,0,0
1,1,0,0,-402337380,0.00263157,0.00025294,0,0
1,1,0,0,-402337380,0.0386242,0.00249288,0.0252046,0
1,1,0,0,-402337380,0.16203,0.0104486,0.0796613,0
